0.0030	0.00027	23400	1300	0.00018	0.00029	0.00020	0.0037	0.0050	-160	215
0.0020	0.00024	27500	1250	0.00025	0.00028	0.00022	0.0035	0.0049	-220	170
0.0007	0.00021	24000	3100	0.00013	0.00035	0.00031	0.0030	0.0044	-230	250
0.0005	0.00017	14000	8200	0.00047	0.00021	0.00028	0.0040	0.0049	-250	110
0.0007	0.00016	14000	9600	0.00052	0.00020	0.00028	0.0039	0.0047	-225	150
0.0025	0.00024	20000	1300	0.00035	0.00030	0.00025	0.0040	0.0050	-230	185
0.0049	0.00022	40000	3500	0.00032	0.00025	0.00021	0.0039	0.0050	-150	170
0.0010	0.00021	26000	4000	0.00036	0.00028	0.00026	0.0038	0.0047	-250	150
0.0046	0.00027	23500	5000	0.00034	0.00032	0.00020	0.0028	0.0049	-190	235
0.0044	0.00026	39000	9200	0.00033	0.00033	0.00021	0.0030	0.0047	-220	250
0.0042	0.00018	24500	7000	0.00046	0.00021	0.00023	0.0025	0.0034	-230	240
0.0022	0.00019	19000	15000	0.00047	0.00021	0.00022	0.0027	0.0030	-230	250
0.0020	0.00020	24000	8300	0.00055	0.00021	0.00020	0.0024	0.0023	-250	230
0.0020	0.00027	24000	5100	0.00019	0.00033	0.00021	0.0027	0.0046	-130	240
0.0020	0.00028	38000	4100	0.00014	0.00034	0.00020	0.0033	0.0047	-140	240
0.0015	0.00029	21500	1400	0.00048	0.00034	0.00020	0.0030	0.0042	-210	170
0.0022	0.00028	18000	5400	0.00038	0.00034	0.00020	0.0031	0.0050	-150	190
0.0026	0.00027	16000	9100	0.00054	0.00033	0.00021	0.0028	0.0037	-140	170
0.0024	0.00023	19000	6250	0.00058	0.00025	0.00020	0.0040	0.0050	-220	170
0.0047	0.00023	19000	6200	0.00058	0.00025	0.00020	0.0040	0.0050	-250	250

